,headline,date,summary,content,link
67,INE realiza tercera reunión de este año con Grupo de Expertos de IPC sobre lineamientos metodológicos y los desafíos en torno al indicador ,3/09/2021,"En los comités participan representantes del Banco Central de Chile, del Ministerio de Economía, especialistas de entidades financieras y de centros de estudios, entre otros.","Este viernes 3 de septiembre, el Instituto Nacional de Estadísticas (INE) realizó la tercera reunión en lo que va de este año, del grupo de expertos de IPC, para analizar la contingencia, metodologías, estados de descomposición del IPC general, protocolos adoptados para la elaboración del indicador en el marco de la crisis generada por el Covid-19 en Chile y las medidas y desafíos continuos en torno al indicador. 
 La directora nacional del INE, Sandra Quijada, agradeció a los expertos la participación y detalló que “nosotros queremos mostrarles el trabajo que hemos estado haciendo internamente también en conjunto con la OCDE para poder poner sobre la mesa las mejores propuestas para la reincorporación de algunos de los productos que hasta la fecha hemos estado imputando, y también mostrarles el trabajo que realizamos con el Banco Central, respecto de nuevos índices analíticos sin los productos volátiles”.
La exposición la realizó el jefe (s) del Departamento Estadísticas de Precios del INE, Marcelo Montes Muñoz, quien detalló aspectos de contingencia nacional en el contexto del encierro o “lockdown” que se produce a raíz de la pandemia COVID-19, y que ha presentado impactos y desafíos sin precedentes para la producción de estadísticas de precios alrededor del mundo, y en específico, para el caso del Índice de Precios al Consumidor (IPC). Por ejemplo, se han observado cierres en diversos sectores de la economía y restricciones de movilidad con lo que la recolección regular de precios no puede aplicarse con normalidad, por lo tanto, las Oficinas de Estadísticas deben explorar nuevas fuentes y formas de recolectar precios, explicó.
Pese a ello, Marcelo Montes destacó los esfuerzos realizados por el INE para recolectar precios en el contexto de la pandemia, aun cuando se han reducido los precios efectivamente recolectados y a su vez, han aumentado las tasas de imputación. El profesional agregó que, con base en estos antecedentes, el INE ha implementado métodos de recolección que buscan reemplazar la recolección en terreno y simultáneamente elevar la cantidad de precios utilizados en cada coyuntura del IPC.
A ello se suma, el trabajo en la diseminación y comunicación del indicador, buscando proveer información adicional a sus diversos usuarios, a través del Boletín Estadístico Mensual, Separatas Técnicas asociadas a la contingencia Covid-19 y a los lineamientos técnico-operativos aplicados en cada coyuntura, Comités de Expertos IPC, Conferencias Ciudadanas, entre otras relevantes instancias, apuntó.
osteriormente, Marcelo Montes Muñoz expuso sobe los resultados del último IPC general (mes de julio), argumentando que las contingencias experimentadas por el país en los meses y año recién pasado corresponden a las principales variables para explicar el comportamiento de la inflación a nivel nacional. En relación con este punto, se comparte que diversos análisis destacan como las principales razones el rol que la demanda ha ejercido sobre las presiones inflacionarias, el comercio, mayores reaperturas y grados de movilidad, apoyos fiscales, retiros del 10% de ahorros previsionales, entre otros. Sobre el estado de recolección del IPC del mes de julio, Montes explicó la tasa de imputación y de precios efectivos, los métodos de imputación que se están adoptando y que siguen lineamientos basados en las recomendaciones internacionales de organismos como Cepal y OCDE.
Finalmente, y en línea a lo comunicado en la separata técnica de la última publicación del IPC, se expuso que la reincorporación de productos en el IPC comenzará a partir de la coyuntura de agosto (que se publica este próximo 8 de septiembre). En específico, se explicaron los métodos que serán utilizados para aplicar esta reincorporación, los cuales se desprenden de recomendaciones compartidas desde OCDE, junto con elementos técnicos discutidos al respecto con esta institución. 
Cabe señalar que, el reingreso de productos imputados ocurrirá en línea con recomendaciones publicadas oficialmente por UNECE y Eurostat. En específico, en el caso de la coyuntura de agosto, el reingreso de servicios imputados se hará a través de comparación directa o con base en el método denominado solape. 
El INE comunicará oportunamente cualquier decisión atingente a la pandemia COVID-19 y a los productos imputados pertenecientes a la canasta, mediante cada publicación del IPC y su respectiva Separata Técnica. Lo anterior, con al menos un mes de anticipación como ha sido el compromiso realizado por la institución, concluyó el expositor Marcelo Montes.

Presentación tercera reunión Comité de Expertos del IPC       
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/09/03/ine-realiza-tercera-reunión-de-este-año-con-grupo-de-expertos-de-ipc-sobre-lineamientos-metodológicos-y-los-desafíos-en-torno-al-indicador
68,"En nueva Conferencia Ciudadana, expertos del INE explican importancia del IPC y su impacto en hogares chilenos",26/08/2021,"Más de mil personas se han inscrito para estas instancias de conocimiento, en que se difunden los productos estadísticos de la institución y sus respectivos usos.","En una nueva Conferencia Ciudadana, el jefe (s) del Departamento de Estadísticas de Precios, Marcelo Montes, y el jefe (s) del Subdepartamento de IPC, Francisco Castillo, explicaron la importancia del Índice de Precios al Consumidor y su impacto directo en todos los hogares chilenos. 
El Índice de Precios al Consumidor (IPC) es un indicador económico que tiene por objetivo la medición de la variación de precios de una canasta de bienes y servicios representativa del gasto de los hogares urbanos, cuya cobertura geográfica corresponde a las 16 capitales regionales y sus zonas conurbadas dentro de las fronteras del país. 
Marcelo Montes detalló que el IPC “es un indicador macroeconómico que busca comprender un fenómeno particular que corresponde a la variación general de precios, que se calcula como un agregado de precios”, añadiendo que “la canasta del IPC, en cualquier momento del tiempo, busca representar los hábitos de consumo de la población de nuestro país, mediante los productos más consumidos, recolectándose un conjunto de precios para construirla”. 
El IPC es usado con diversos propósitos, entre los que destacan: Monitoreo de la inflación por parte del Banco Central de Chile, determinación de la evolución de la Unidad de Fomento (UF) y la Unidad Tributaria Mensual (UTM), traer a valor presente o deflactar el gasto en consumo final de los hogares u otras series económicas en cuentas nacionales y reajustes salariales, entre otras utilizaciones. 
Otro dato relevante es que los productos del IPC se seleccionan con la información proveniente de la Encuesta de Presupuestos Familiares (EPF), que es un estudio socioeconómico aplicado a hogares, cuyos objetivos son identificar la estructura y características del gasto en consumo final y la estructura del ingreso total disponible de los hogares urbanos en las 16 capitales regionales y sus zonas conurbadas, con un período de referencia de un año. 
303 productos 
La canasta del IPC reúne en la actualidad un total de 303 productos, entre ellos servicios de suscripción en línea, “que se relacionan con juegos, música, películas, series, que es algo que no veíamos hace 20 ni 30 años, y que fue recogido en la VIII versión de la EPF”, explicó Marcelo Montes. Sin embargo, en sus inicios, en marzo de 1928, el índice contaba con 42 productos (entre ellos el poncho). A su vez, la canasta se actualiza cada 5 años, porque los hábitos de consumo de los hogares varían a través del tiempo, siguiendo los lineamientos de la Organización para la Cooperación y el Desarrollo Económicos (OCDE). 
Los criterios de selección de productos para el IPC son peso mayor o igual a 0,02% en el gasto total de los hogares, presencia de gasto en 4 de los 5 quintiles de ingreso y un criterio operativo, es decir, “seleccionar productos en que la realidad nos permita ir a buscar precios para ello”, indicó Montes. 
Por otra parte, Francisco Castillo expuso sobre la Encuesta de Presupuestos Familiares y su vinculación con el IPC. En relación con aquello, indicó que “la EPF nos ayuda a entender el comportamiento de los patrones de consumo y esta es la principal conexión con el IPC, porque con la caracterización de los patrones de consumo es posible construir la canasta representativa del IPC”.  
Desde octubre de 2021 hasta septiembre de 2022, mediante la IX versión de la EPF, El INE se encontrará recolectando información de cerca de 29.000 mil viviendas. 
Calculadora IPC 
Durante la jornada, Francisco Castillo también instó a los usuarios participantes en la conferencia a utilizar la herramienta calculadora IPC, entregándose los lineamientos técnicos y la explicación de cómo poder usarla correctamente. Recordemos que esta herramienta permite fácilmente actualizar valores monetarios. 
Finalmente, recordamos a todos las/los usuarias/os que el IPC se publica a las 08:00 horas, dentro de los primeros ocho días de cada mes, en el sitio web www.ine.cl. 
Próximas conferencias  
El INE llevó a cabo este año las conferencias Estadísticas de género (23 de junio) y Mapas temáticos: Datos estadísticos georreferenciados (22 de abril). La próxima será sobre Ingresos y gastos de las personas (21 de octubre) y la última Demografía y Proyecciones de Población (25 de noviembre).  
A la fecha más de mil personas se han inscrito para estas instancias de conocimiento, en que se difunden los productos estadísticos de la institución y sus respectivos usos. Si quiere participar en las próximas conferencias puede anotarse en el siguiente ENLACE.
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/08/26/en-nueva-conferencia-ciudadana-expertos-del-ine-explican-importancia-del-ipc-y-su-impacto-en-hogares-chilenos
69,"Índice de Precios de Productor (IPP) Industrias crece 27,4% en julio impulsado por minería",24/08/2021,"La extracción y procesamiento de cobre fue la clase que más influyó, con un alza de 42,0%.  ","Un aumento interanual de 27,4% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en julio de 2021, acumulando 18,2% al séptimo mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar 42,5% respecto de julio de 2020, acumulando 25,4% en lo que va del año, destacando extracción y procesamiento de cobre como la clase más influyente con un alza de 42,0%.  

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 13,4% respecto del mismo mes del año anterior, y acumuló 11,7% al séptimo mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de pasta de madera, papel y cartón, con un 39,4%.  

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 3,6% a doce meses, acumulando 2,4% a julio de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 43,0%.

Boletín Índice de Precios de Productor (IPP) Industrias julio 2021",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/08/24/índice-de-precios-de-productor-(ipp)-industrias-crece-27-4-en-julio-impulsado-por-minería
70,"Índice de Costos del Transporte anotó un alza mensual de 2,0% en julio ",18/08/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","Un aumento mensual de 2,0% presentó en julio de 2021 el Índice de Costos del Transporte (ICT), acumulando 9,4% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).

El resultado del mes se explicó, principalmente, por el alza del grupo combustibles (4,8%), que incidió 1,338 puntos porcentuales (pp.) sobre la variación mensual del ICT general.  

En tanto, recursos humanos consignó un alza mensual de 1,2%, aportando 0,483 pp., mientras que repuestos y accesorios para el funcionamiento y mantención del vehículo se incrementó 1,0% respecto a junio, con una incidencia de 0,097 pp. 

Por su parte, servicios financieros presentó un incremento mensual de 0,3%, con una incidencia de 0,030 pp. Finalmente, otros servicios relativos al equipo de transporte anotó una variación mensual de 0,2%, aportando 0,019 pp.

Boletín Índice de Costos del Transporte (ICT) julio de 2021 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/08/18/índice-de-costos-del-transporte-anotó-un-alza-mensual-de-2-0-en-julio
71,"IPC de julio anotó un alza mensual de 0,8% ",6/08/2021,"Destacaron los aumentos de transporte y de alimentos y bebidas no alcohólicas, y la disminución de vestuario y calzado.","En julio de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,8%, acumulando 2,8% en lo que va del año y 4,5% a doce meses. 

Nueve de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, dos presentaron incidencias negativas y una registró nula incidencia. Entre las divisiones con alzas en sus precios destacaron transporte (1,7%), con 0,222 puntos porcentuales (pp.), y alimentos y bebidas no alcohólicas (1,0%), con 0,208 pp.  

Entre las divisiones que consignaron descensos mensuales en sus precios destacó vestuario y calzado (-0,4%), que incidió -0,013 pp. 

A partir de este mes, el INE incluirá entre sus productos asociados al IPC un nuevo índice analítico denominado “IPC sin volátiles” (IPC SV), que se utiliza en el análisis de la inflación subyacente, y cuyos detalles pueden encontrarse en la siguiente Separata Técnica.

Ver:
Boletín IPC julio 2021 

Separata técnica IPC julio 2021 

 
NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/08/06/ipc-de-julio-anotó-un-alza-mensual-de-0-8
72,"Índice de Precios de Productor (IPP) Industrias crece 30,4% en junio impulsado por minería ",23/07/2021,"La extracción y procesamiento de cobre fue la clase que más influyó con un alza de 53,2%. ","Un aumento interanual de 30,4% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en junio de 2021, acumulando 16,0% al sexto mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 51,9% respecto de junio de 2020, acumulando 23,3% en lo que va del año, destacando extracción y procesamiento de Cobre como la clase más influyente con un alza de 53,2%.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 11,0% respecto del mismo mes del año anterior, acumulando 9,0% al sexto mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de pasta de madera, papel y cartón, con un 33,2%.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 2,6% a doce meses, acumulando 1,5% a junio de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 27,1%. 

Boletín Índice de Precios de Productor (IPP) Industrias junio 2021.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/07/23/índice-de-precios-de-productor-(ipp)-industrias-crece-30-4-en-junio-impulsado-por-minería
73,"Índice de Costos del Transporte anotó un alza mensual de 0,7% en junio ",21/07/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles.","Un aumento mensual de 0,7% presentó en junio de 2021 el Índice de Costos del Transporte (ICT), acumulando 7,3% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).

El resultado del mes se explicó, principalmente, por el alza del grupo combustibles (4,5%), que incidió 1,198 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

En tanto, repuestos y accesorios para el funcionamiento y mantención del vehículo se incrementó 0,6% respecto a mayo, con una incidencia de 0,060 pp., mientras que otros servicios relativos al equipo de transporte anotó nula variación mensual a un decimal, aportando 0,002 pp.

Por su parte, servicios financieros presentó un descenso mensual de 0,5%, con una incidencia de -0,051 pp. Finalmente, recursos humanos consignó una variación mensual de -1,2%, con -0,493 pp. 

Boletín Índice de Costos del Transporte (ICT) junio de 2021",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/07/21/índice-de-costos-del-transporte-anotó-un-alza-mensual-de-0-7-en-junio
74,"IPC de junio aumentó 0,1% respecto al mes anterior ",8/07/2021,"Destacaron las alzas de transporte y de vivienda y servicios básicos, y la disminución de vestuario y calzado.","En junio de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,1%, acumulando 2,0% en lo que va del año y 3,8% a doce meses.

Cinco de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, seis presentaron incidencias negativas y una registró nula incidencia. Entre las divisiones con alzas en sus precios destacó transporte (1,0%), con 0,124 puntos porcentuales (pp.), y vivienda y servicios básicos (0,6%), con 0,093 pp.

Entre las divisiones que consignaron descensos mensuales en sus precios destacó vestuario y calzado (-1,9%), que incidió -0,060 pp.

Boletín IPC junio 2021

Separata técnica IPC junio 2021

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/07/08/ipc-de-junio-aumentó-0-1-respecto-al-mes-anterior
75,"Índice de Precios de Productor (IPP) Industrias crece 34,4% en mayo impulsado principalmente por minería ",24/06/2021,"La extracción y procesamiento de cobre fue la clase que más influyó con un alza de 68,6%. ","Un aumento interanual de 34,4% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en mayo de 2021, acumulando 17,0% al quinto mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 63,5% respecto de mayo de 2020, acumulando 26,4% en lo que va del año, destacando Extracción y procesamiento de Cobre como la clase más influyente con un alza de 68,6%.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 8,3% respecto del mismo mes del año anterior, acumulando 7,2% al quinto mes del año. La clase que más incidió positivamente en la variación interanual del índice fue Fabricación de pasta de madera, papel y cartón, con un 22,3%.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 2,4% a doce meses, acumulando 0,8% a mayo de 2021. La clase que más influyó en la variación del índice fue Fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 28,8%. 

Boletín Índice de Precios de Productor (IPP) Industrias mayo 2021.
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/06/24/índice-de-precios-de-productor-(ipp)-industrias-crece-34-4-en-mayo-impulsado-principalmente-por-minería
76,INE realiza su segunda reunión del año con Grupo de Expertos de IPC sobre lineamientos metodológicos y los desafíos en torno al indicador en el contexto de pandemia ,22/06/2021,"En los comités participan representantes del Banco Central de Chile, del Ministerio de Economía, especialistas de entidades financieras y de centros de estudios, entre otros.","El Instituto Nacional de Estadísticas (INE) realizó este viernes 18 de junio, la segunda reunión de este 2021 del grupo de expertos de IPC, para analizar las metodologías, protocolos adoptados para la elaboración del indicador en el marco de la crisis generada por el Covid-19 en Chile y los desafíos continuos en torno al indicador. 
 La directora nacional del INE, Sandra Quijada, agradeció a los expertos la participación y detalló que “hoy vamos a revisar temas de la evolución de procesos de recolección de precios en este contexto de pandemia que mantenemos aún, además vamos a revisar la descomposición del IPC, considerando el impacto de los productos que son  más volátiles, y complementando lo anterior con índices analíticos asociados a la división 1 de Alimentos y bebidas no alcohólicas.
La exposición la realizó el jefe (s) del Departamento Estadísticas de Precios del INE, Marcelo Montes Muñoz, quien detalló aspectos de contingencia nacional referidos al esfuerzo del INE- pese al avance de la pandemia COVID-19 en el país- por mantener la publicación de sus indicadores oficiales; la mantención de las medidas de prevención por parte de la institución con el fin de proteger a los encuestadores en terreno e informantes, y a su vez que el INE se suma a campañas de vacunación contra el COVID-19 en el país. Se agrega que se desarrolla una mesa de trabajo respecto de la IX versión de la EPF, junto con avanzar en su próximo diseño; se sostiene reunión de trabajo con OCDE para tratar temáticas asociadas a las próximas versiones de EPF e IPC, entre otros.
Por otra parte, describió medidas de corto y mediano plazo para afrontar el desafío de mantener tasas de imputación en IPC, bajas y estables, junto con reactivar paulatinamente actividades en terreno, siempre que las condiciones sanitarias del país así lo permitan. Adicionalmente, se mantendrá el seguimiento del estado de las restricciones sanitarias y de movilidad (plan Paso a Paso), junto con la revisión de evidencia y realización de consultas y acercamientos con los informantes de cada sector y con otras instituciones de estadísticas.
Sobre el  estado de recolección del IPC del mes de mayo, Montes explicó la tasa de imputación y de precios efectivos, los métodos de imputación que se están adoptando y que siguen lineamientos basados en las recomendaciones internacionales de organismos como Cepal y OCDE.
Posteriormente, el profesional expuso sobre la descomposición del IPC general y los efectos que sobre este indicador poseen los impactos generales e idiosincráticos; productos destacados (los de mayor volatilidad) en dicho período; para posteriormente analizar la variación de la división 1 de Alimentos y bebidas no alcohólicas con base en indicadores analíticos complementarios.
Finalizó indicando que, como medidas y desafíos futuros, el INE ha enfocado sus esfuerzos en adaptar procesos de producción a la pandemia COVID-19; en este contexto destacan: mantener conexión con organismos internacionales de estadísticas (principalmente OCDE y Cepal) y con expertos de diversas áreas, así como una comunicación con informantes y hacer seguimiento diario a las decisiones de la autoridad sanitaria.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/06/22/ine-realiza-su-segunda-reunión-del-año-con-grupo-de-expertos-de-ipc-sobre-lineamientos-metodológicos-y-los-desafíos-en-torno-al-indicador-en-el-contexto-de-pandemia
77,"Índice de Costos del Transporte registró una variación mensual de 1,0% en mayo",18/06/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles.  ","El Índice de Costos del Transporte (ICT) aumentó 1,0% en mayo de 2021 respecto a abril, acumulando 6,5% en lo que va del año, según informó el Instituto Nacional de Estadísticas (INE). El resultado del mes se explicó, principalmente, por el alza del grupo combustibles (2,6%), que incidió 0,686 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

En tanto, recursos humanos registró un incremento de 0,6% en comparación con abril, aportando 0,242 pp., mientras que servicios financieros anotó una variación mensual de 0,5%, con una incidencia de 0,053 pp. Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo aumentó 0,3% en relación con el mes anterior, contribuyendo con 0,025 pp.

Finalmente, otros servicios relativos al equipo de transporte consignó una variación mensual de -0,5%, con una incidencia de -0,050 pp.

Boletín Índice de Costos del Transporte (ICT) mayo de 2021 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/06/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-0-en-mayo
78,"IPC de mayo aumentó 0,3% respecto al mes anterior",8/06/2021,"Destacaron las alzas de transporte y de equipamiento y mantención del hogar, y la disminución de alimentos y bebidas no alcohólicas.","En mayo de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,3%, acumulando 1,9% en lo que va del año y 3,6% a doce meses.

Seis de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, cuatro presentaron incidencias negativas y dos registraron nula incidencia. Entre las divisiones con alzas en sus precios destacó transporte (1,5%), con 0,188 puntos porcentuales (pp.), y equipamiento y mantención del hogar (0,8%), con 0,050 pp.

Entre las divisiones que consignaron bajas mensuales en sus precios destacó alimentos y bebidas no alcohólicas (-0,2%), que incidió -0,039 pp.

Ver:

Boletín IPC mayo 2021

Separata técnica IPC mayo 2021

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.
 
Foto: commons wikimedia",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/06/08/ipc-de-mayo-aumentó-0-3-respecto-al-mes-anterior
79,"Índice de Precios de Productor (IPP) Industrias registró una variación a doce meses de 25,4% en abril de 2021",24/05/2021,"Este crecimiento interanual fue incidido por el sector minería, siendo la extracción y procesamiento de cobre la clase que más influyó con un alza de 53,4%. ","Un aumento interanual de 25,4% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en abril de 2021,  acumulando 10,1% al cuarto mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 49,0% respecto de abril de 2020, acumulando 15,4% en lo que va del año, destacando la Extracción y Procesamiento de Cobre como la clase más influyente con un alza de 53,4%.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 4,7% respecto del mismo mes del año anterior, acumulando 4,8% al cuarto mes del año. La clase que más incidió positivamente en la variación interanual del índice fue Elaboración y Conservación de Carne con un 19,3%.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) disminuyó  0,5% a doce meses, acumulando 0,6% a abril de 2021. La clase que más incidió en la variación del índice fue Fabricación de Gas, y más específicamente, Distribución de Combustibles Gaseosos por Tuberías (-16, 5%). 

Boletín Índice de Precios de Productor (IPP) Industrias abril 2021.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/05/24/índice-de-precios-de-productor-(ipp)-industrias-registró-una-variación-a-doce-meses-de-25-4-en-abril-de-2021
80,"Índice de Costos del Transporte registró un alza mensual de 1,3% en abril",19/05/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","Un aumento mensual de 1,3% presentó en abril de 2021 el Índice de Costos del Transporte (ICT), acumulando 5,5% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). La variación del mes se explicó, principalmente, por el alza del grupo combustibles (3,6%), que incidió 0,935 puntos porcentuales (pp.) sobre la variación mensual del ICT general.

En tanto, recursos humanos registró un incremento mensual de 0,7%, con una incidencia de 0,295 pp., mientras que repuestos y accesorios para el funcionamiento y mantención del vehículo aumentó 0,5% respecto al mes anterior, aportando 0,051 pp.

Servicios financieros presentó un incremento mensual de 0,5%, con una incidencia de 0,049 pp. Finalmente, otros servicios relativos al equipo de transporte consignó una variación mensual de 0,1%, contribuyendo con 0,006 pp.

Boletín Índice de Costos del Transporte (ICT) abril de 2021",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/05/19/índice-de-costos-del-transporte-registró-un-alza-mensual-de-1-3-en-abril
81,"IPC de abril aumentó 0,4% respecto al mes anterior",7/05/2021,Destacaron las alzas de alimentos y bebidas no alcohólicas y de vivienda y servicios básicos.,"En abril de 2021, el Índice de Precios al Consumidor (IPC) anotó una variación mensual de 0,4%, aumentando 1,6% en lo que va del año y 3,3% a doce meses.

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y dos presentaron incidencias negativas. Entre las divisiones con aumentos en sus precios destacó alimentos y bebidas no alcohólicas (0,8%), con 0,159 puntos porcentuales (pp.), y vivienda y servicios básicos (0,4%), con 0,056 pp. Las restantes divisiones que influyeron positivamente contribuyeron con 0,243 pp. en conjunto.

Entre las divisiones que consignaron bajas mensuales en sus precios destacó vestuario y calzado (-2,4%), que incidió -0,080 pp.

Boletin IPC 
Separata


NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE adoptó en marzo de 2020 una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/05/07/ipc-de-abril-aumentó-0-4-respecto-al-mes-anterior
